,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
341254,207,Brasserie de Rochefort,1130369083,2.5,3.5,3.0,Mitchster,Quadrupel (Quad),2.5,3.5,Trappistes Rochefort 10,11.3,645
1369438,220,Lagunitas Brewing Company,1283065255,4.0,4.0,4.5,Vengeance526,American Amber / Red Ale,4.5,4.0,Lagunitas Lucky 13 Mondo Large Red Ale,8.9,35397
1416036,139,Shipyard Brewing Co.,1298503290,4.0,3.5,5.0,jdhilt,Extra Special / Strong Bitter (ESB),4.0,4.0,Double Old Thumper Ale,11.2,65848
1002373,206,Hook & Ladder Brewing Company (No. 2),1264126842,4.0,3.0,2.5,zeff80,American Blonde Ale,3.5,3.5,Hook & Ladder Golden Ale,5.5,36546
538746,2372,Terrapin Beer Company,1231868309,3.5,4.0,4.5,Tilley4,American Double / Imperial Stout,3.5,4.0,Terrapin Coffee Oatmeal Imperial Stout,8.1,21950
151528,3818,Southern Tier Brewing Company,1290968521,4.0,4.0,4.5,TheHoppiest,Old Ale,4.0,4.0,Old Man (Winter Ale),7.7,14368
965669,10272,Innis & Gunn,1230949388,4.0,4.0,3.0,scoates,Scotch Ale / Wee Heavy,3.0,4.0,Rum Cask Oak Aged Beer,7.4,39258
440739,681,Brasserie de l'Abbaye des Rocs s.a.,1121393941,4.5,4.0,4.5,PatYoda,Belgian Strong Dark Ale,4.5,4.0,Abbaye Des Rocs Grand Cru Belgian Special Brown,9.5,26277
460308,12516,Thirsty Dog Brewing Company,1210300499,4.0,4.5,4.0,gford217,Russian Imperial Stout,4.0,4.0,Siberian Night Imperial Stout,9.7,8023
1102040,418,Left Hand Brewing Company,1197170025,3.5,4.0,4.5,TexIndy,American Double / Imperial Stout,4.0,3.5,Oak Aged Imperial Stout,10.0,15915
880240,147,Stone Brewing Co.,1185653283,4.0,4.0,3.5,giblet,Russian Imperial Stout,4.0,4.5,Stone Imperial Russian Stout,10.5,1160
912359,553,Bierbrouwerij Sint Christoffel B.V,1018030668,4.0,3.5,3.5,rastaman,Munich Dunkel Lager,3.5,3.5,Christoffel Robertus,6.0,2007
1219830,4,Allagash Brewing Company,1192370572,3.5,4.0,3.5,rhoadsrage,Quadrupel (Quad),4.0,3.5,Allagash FOUR,10.0,16655
1227952,603,Church Brew Works,1285121940,4.0,3.5,3.5,stakem,German Pilsener,4.0,3.5,Celestial Gold,4.1,1592
261435,357,New England Brewing Co.,1306994825,4.0,4.0,4.0,Chriscrundwell12,Russian Imperial Stout,4.0,3.5,Imperial Stout Trooper,9.2,34484
1039940,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1320190927,4.0,4.5,3.5,Ryan011235,American Strong Ale,4.0,3.5,Fred,10.0,459
13283,60,Cooperstown Brewing Company,1259202336,3.5,4.0,4.0,ppoitras,American Brown Ale,3.5,3.5,Striker,,23111
586019,16878,Marshall Brewing Company,1300309638,3.5,3.5,3.5,bump8628,American Amber / Red Ale,4.0,4.0,Revival Red Ale,6.5,66445
973677,10093,Strangford Lough Brewing Company Ltd,1268545225,4.0,2.5,3.0,ThreeDimesDown,English Bitter,3.5,3.0,St. Patrick's Best,4.2,20842
884997,147,Stone Brewing Co.,1240682205,4.0,3.5,4.0,Pencible,Belgian IPA,3.5,4.0,Stone Cali-Belgique,6.9,43905
1092131,337,Saint Arnold Brewing Company,1215968470,4.5,4.5,2.0,hwwty4,American Barleywine,4.0,4.5,Saint Arnold Divine Reserve #6,10.0,43157
439392,18539,Devils Backbone Brewing Company,1230237091,4.0,3.5,4.0,CrellMoset,Vienna Lager,3.5,4.0,Vienna Lager,4.9,46793
1212299,898,Heavy Seas Beer,1104463402,4.5,2.5,3.0,santoslhalper,Russian Imperial Stout,3.5,4.0,Heavy Seas - Peg Leg (Imperial Stout),8.0,19667
1090147,337,Saint Arnold Brewing Company,1206070697,3.0,3.0,4.0,Mora2000,American Stout,4.0,4.0,Saint Arnold Winter Stout,5.6,1069
1179331,10099,Dogfish Head Brewery,1275957283,4.0,3.0,4.0,Naugros,Belgian Strong Dark Ale,4.0,3.5,Raison D'etre,8.0,1180
1538744,25923,Gueuzerie Tilquin,1311297514,4.5,4.5,4.0,Bitterbill,Gueuze,4.0,4.5,Oude Gueuze Tilquin à L’Ancienne,6.0,70745
1053596,718,Brouwerij Bavik,1158683242,4.0,4.0,4.0,Umbra,Flanders Oud Bruin,4.0,3.5,Pilaarbijter (Tripel Ale) Bruin (Red Cap),7.0,15996
1205865,638,Mississippi Brewing Co.,1221163949,2.5,3.5,4.0,clayrock81,Black & Tan,3.0,3.0,Mississippi Mud Black & Tan,5.0,1741
879847,147,Stone Brewing Co.,1228348792,3.5,4.0,4.0,Mdog,Russian Imperial Stout,3.5,3.5,Stone Imperial Russian Stout,10.5,1160
889112,147,Stone Brewing Co.,1228881305,4.5,4.0,4.5,BierFan,Belgian IPA,4.0,4.0,Stone 08.08.08 Vertical Epic Ale,8.6,44138
739454,14952,Williamsburg AleWerks,1223838210,4.0,3.5,3.5,Gavage,American Porter,4.0,3.5,Washington's Porter,6.35,33565
966684,18371,Pretty Things Beer & Ale Project,1237043386,4.0,4.0,3.5,htomsirveaux,Saison / Farmhouse Ale,3.5,4.0,Jack D'or,6.4,46290
486132,132,Rogue Ales,1215149013,2.5,4.0,2.5,Hokies,Witbier,2.5,2.5,Half-E-Weizen,4.8,364
1044567,257,Steel Brewing Company,1177445691,1.0,1.0,1.5,tzieser,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
117974,302,Genesee Brewing Co. / Dundee Brewing Co.,1228180555,3.5,3.0,3.0,diamondc,American Pale Wheat Ale,3.0,3.0,Dundee Wheat Beer,4.2,29721
1059166,18258,Napa Smith Brewery,1301106426,3.5,3.5,3.0,GarthDanielson,American Pale Ale (APA),4.0,3.5,Pale Ale,5.25,46209
1407480,664,Wells & Young's Ltd,1217213301,5.0,4.0,4.0,GoodKnight1220,Oatmeal Stout,5.0,5.0,Young's Oatmeal Stout,5.2,48050
544562,4067,Fordham Brewing Company,1104940377,4.0,4.0,4.5,Dithyramb,English Stout,4.0,4.5,Oyster Stout,5.4,5094
251834,1141,Brasserie Dieu Du Ciel,1275946618,4.0,4.5,4.0,plaid75,Smoked Beer,3.5,3.5,Charbonniere,5.4,3571
706356,17980,Lawson's Finest Liquids,1298681737,5.0,5.0,4.5,iwantmorehops,American Double / Imperial IPA,4.5,5.0,Double Sunshine IPA,8.0,64545
1248033,16206,Philadelphia Brewing Company,1216486051,3.5,3.5,3.5,beerthulhu,Witbier,3.5,4.0,Walt Wit,4.2,41877
193007,2743,Green Flash Brewing Co.,1259389050,3.0,3.5,4.5,scooter231,American Double / Imperial IPA,4.0,3.0,Green Flash Imperial India Pale Ale,9.4,34085
627284,262,Shmaltz Brewing Company,1300920444,4.5,4.5,4.0,Hoagie1973,American Brown Ale,4.0,4.5,He'Brew Messiah Bold,5.6,12694
1030566,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1201582790,5.0,4.5,5.0,rye726,Doppelbock,4.5,4.5,Ayinger Celebrator Doppelbock,6.7,131
513639,634,Brouwerij Van Eecke N.V.,1314362987,4.0,4.0,4.0,thagr81us,Belgian IPA,4.5,4.0,Poperings Hommel Bier,7.5,1692
1037806,100,McNeill's Brewery,1296002157,4.0,4.5,4.0,weeare138,American Double / Imperial Stout,4.5,4.5,McNeill's Dark Angel Imperial Stout,10.0,60377
890235,147,Stone Brewing Co.,1046784235,4.0,3.5,4.5,WanderingFool,American Barleywine,4.5,4.0,Stone Old Guardian Barley Wine Style Ale 2003,9.91,8294
487536,132,Rogue Ales,1156195879,4.5,4.0,3.5,jwc215,Maibock / Helles Bock,4.0,4.5,Dead Guy Ale,6.5,355
427817,21092,World Brews,1311983341,4.5,5.0,4.0,streetcommander,English Pale Ale,5.0,5.0,Barrel Trolley Pale Ale,5.3,71285
1580598,429,Alaskan Brewing Co.,1280526002,4.0,3.5,4.5,msubulldog25,Altbier,3.5,4.0,Alaskan Amber,5.3,1309
348684,306,Coors Brewing Company,1297973204,4.0,1.5,1.5,jdspears41,Light Lager,2.5,3.0,Keystone Light,4.2,1341
981483,569,Anadolu Efes Brewery,1250915763,3.5,3.5,3.0,BierFan,German Pilsener,3.5,4.0,Efes Pilsener,5.0,1506
740829,266,Mad River Brewing Company,1213236752,4.5,3.5,4.0,tmitch75,American Amber / Red Ale,4.0,4.0,Jamaica Red Ale,6.5,735
667855,10284,Independence Brewing Co.,1256673573,4.0,4.5,4.0,omnigrits,Oatmeal Stout,5.0,4.5,Convict Hill Oatmeal Stout,9.2,47911
389838,3,Abita Brewing Co.,1248187049,3.5,3.5,3.5,rfgetz,American Brown Ale,3.5,4.0,Pecan Harvest Ale,5.0,35134
1124806,40,König-Brauerei GmbH,1124672361,3.0,3.5,3.0,MississaugaMatt,German Pilsener,3.0,3.5,König Pilsener,4.9,137
788145,12959,Captain Lawrence Brewing Co.,1257644923,3.5,4.0,4.0,Martin2D,American Wild Ale,4.0,5.0,Flaming Fury,8.0,52530
184263,396,AleSmith Brewing Company,1268870067,4.5,4.5,4.0,billab914,American Porter,4.5,4.5,AleSmith Decadence 2007 Imperial Porter,10.0,41926
882555,147,Stone Brewing Co.,1263772108,2.0,2.0,4.0,WhiteOak,American Strong Ale,2.0,1.5,Stone 13th Anniversary Ale,9.5,50795
1144731,71,Fuller Smith & Turner PLC,1259103165,4.0,4.0,4.0,Long813,English Strong Ale,4.0,4.5,Fuller's 1845,6.3,560
1009769,143,Spoetzl Brewery,1302726262,2.5,3.0,4.5,madamebeer,American Pale Wheat Ale,4.0,3.0,Shiner 102 Double Wheat,6.2,65524
160708,3818,Southern Tier Brewing Company,1316825438,4.5,4.0,4.0,Billolick,Belgian Pale Ale,4.0,4.0,5 Borough,7.0,73389
136537,5318,Port Brewing Company / Pizza Port,1079827459,3.5,4.5,4.0,HappyHourHero,American IPA,4.0,4.5,Swamis IPA,6.9,5614
493187,132,Rogue Ales,1176327437,4.5,5.0,4.0,ch3nzi,American Brown Ale,4.5,4.5,Hazelnut Brown Nectar,6.2,1339
122898,273,SweetWater Brewing Company,1270413246,4.0,3.5,4.0,ZimZamZoom,American Pale Ale (APA),3.5,3.5,Sweetwater 420 Extra Pale Ale,5.4,751
694134,202,Brouwerij Bosteels,1199933760,4.0,4.5,4.5,CAMRAhardliner,Bière de Champagne / Bière Brut,4.0,4.0,DeuS (Brut Des Flandres),11.5,7661
1340400,26,Three Floyds Brewing Co. & Brewpub,1177947135,4.0,4.0,3.5,buckeyesox,American Pale Ale (APA),4.0,4.5,Alpha King Pale Ale,6.0,39
1296332,18006,Half Acre Beer Company,1306781103,4.0,3.5,4.0,dirtylou,English India Pale Ale (IPA),4.0,3.5,Meat Wave,6.5,69278
335907,18823,Freetail Brewing Company,1279518952,4.0,4.0,4.0,Mora2000,American Double / Imperial IPA,4.0,4.0,Phantom Of The Hopera,9.6,57705
230733,158,Great Divide Brewing Company,1307913727,4.5,4.5,4.0,spree92,American Double / Imperial IPA,4.0,4.5,17th Anniversary Wood Aged Double IPA,10.0,67655
528471,727,Asia Pacific Breweries Ltd.,1221345931,4.5,3.0,2.5,TheTrevor,American Adjunct Lager,3.5,2.5,Tiger Beer,5.0,2176
1090279,337,Saint Arnold Brewing Company,1236156979,4.5,4.0,4.5,CrazyMacHarris99,American Stout,4.0,4.0,Saint Arnold Winter Stout,5.6,1069
1393671,13371,Voodoo Brewing Company,1218994676,5.0,4.5,4.0,aerozeppl,Belgian Strong Pale Ale,4.0,4.0,Voodoo Love Child,10.5,31546
1076388,314,"Yuksom Breweries, Ltd.",1220754465,3.0,2.5,3.0,neenerzig,American Adjunct Lager,3.5,3.0,Himalayan Blue,4.5,859
1163953,10099,Dogfish Head Brewery,1043173464,4.0,4.0,4.0,SchmichaelJ,American Pale Ale (APA),4.0,4.0,Shelter Pale Ale,5.0,1079
750829,148,Belhaven Brewery Company Ltd.,1145452441,4.0,3.5,3.5,dfried,English India Pale Ale (IPA),3.5,4.5,Belhaven Twisted Thistle IPA,5.3,25989
373513,22,Unibroue,1318473965,4.5,4.0,4.5,olfolxholme,Tripel,4.5,4.5,La Fin Du Monde,9.0,34
631783,2266,Moab Brewery,1099092180,2.5,3.5,4.0,ALESwhatCURESya,American Amber / Red Ale,2.0,2.0,Tie Die Red,4.0,12539
35698,1199,Founders Brewing Company,1252783914,4.0,4.5,4.0,sweemzander,American Porter,4.5,4.5,Founders Porter,6.5,7348
67159,339,Flying Fish Brewing Company,1079066814,4.0,4.0,4.0,CRJMellor,Belgian Strong Pale Ale,4.0,3.5,Grand Cru Winter Reserve,7.2,1960
1102251,418,Left Hand Brewing Company,1159214253,3.0,3.5,2.0,SPLITGRIN,American Strong Ale,3.0,3.0,Chainsaw Ale,9.0,28814
122153,273,SweetWater Brewing Company,1292469394,5.0,4.5,4.0,Kkottonmouthkngz,American IPA,5.0,4.5,Sweetwater IPA,6.3,1493
188044,782,"City Brewing Company, LLC",1310305185,2.0,2.5,3.0,MasterSki,American Malt Liquor,3.0,2.0,Earthquake High Gravity Lager,12.0,51067
1290726,1345,Dick's Brewing Company,1273326997,3.0,4.0,4.0,barleywinefiend,Dubbel,3.0,3.5,Dick's Belgian Double,6.5,8835
52809,394,Stoudts Brewing Co.,1129600486,2.5,4.0,3.5,Px2GrafX,Tripel,4.0,4.0,Stoudt's Triple (Belgian Abbey-Style Ale),9.0,20746
745548,2304,Birrificio Italiano,1229378231,3.0,4.0,3.5,hopdog,Fruit / Vegetable Beer,2.5,3.0,Cassissona,6.4,24310
1271441,3923,Henninger Bräu AG,1319624706,3.0,2.0,2.0,matjack85,Munich Helles Lager,4.5,3.0,Henninger Premium Lager,4.8,9298
905398,142,Spaten-Franziskaner-Bräu,1217949081,4.0,3.5,4.0,Zadok,Dunkelweizen,3.5,4.0,Franziskaner Hefe-Weisse Dunkel,5.0,924
471399,392,Weyerbacher Brewing Co.,1156474507,4.0,4.0,4.5,Gritsak,American IPA,3.5,4.0,Hops Infusion,6.2,1483
343830,37,Brasserie d'Orval S.A.,1203125966,3.5,4.5,4.5,Gaverny19,Belgian Pale Ale,4.5,4.5,Orval Trappist Ale,6.9,129
795967,187,Brouwerij Lindemans,1240525675,3.5,4.0,4.5,PatronWizard,Lambic - Fruit,3.5,4.0,Lindemans Kriek,4.0,600
85475,140,Sierra Nevada Brewing Co.,1320971949,5.0,4.5,4.5,Kerin,American IPA,5.0,5.0,Sierra Nevada Celebration Ale,6.8,1904
569050,1722,Namibia Breweries Limited,1059326098,3.5,3.0,3.5,ADR,Euro Pale Lager,2.5,3.5,Windhoek Lager,4.0,5494
92565,140,Sierra Nevada Brewing Co.,1248209082,4.0,4.0,4.5,berley31,American IPA,4.0,4.0,Sierra Nevada Torpedo Extra IPA,7.2,30420
112697,491,Coopers Brewery Limited,1120333801,5.0,3.5,4.5,Naerhu,Foreign / Export Stout,3.5,3.5,Coopers Best Extra Stout,6.3,2131
562784,423,Boulevard Brewing Co.,1027667571,4.0,4.0,4.0,NeroFiddled,American Porter,4.0,4.0,Bully! Porter,5.2,1262
191681,2743,Green Flash Brewing Co.,1264364803,4.0,4.0,3.5,cpetrone84,American Double / Imperial Stout,4.5,4.0,Double Stout,8.8,41626
1294192,1483,Springfield Brewing Company,1262214484,3.5,3.5,4.0,Tone,Keller Bier / Zwickel Bier,3.5,3.5,Keller Pilsner,,54701
1211802,898,Heavy Seas Beer,1260797682,3.0,3.0,3.5,wahhmaster,Russian Imperial Stout,3.0,3.5,Heavy Seas - Peg Leg (Imperial Stout),8.0,19667
251640,1141,Brasserie Dieu Du Ciel,1228875900,5.0,4.5,4.0,waughbrew,Herbed / Spiced Beer,5.0,4.0,Rosée D'hibiscus,5.9,30947
1361040,220,Lagunitas Brewing Company,1279366987,3.5,4.5,4.0,StlHopHead77,American Strong Ale,4.0,4.0,Hairy Eyeball Ale,9.0,2533
1389668,152,Young & Co Brewery PLC,1135911256,4.0,3.0,4.0,unklesyd,English Barleywine,4.5,4.0,Young's Old Nick Barley Wine Ale,7.2,1441
466706,392,Weyerbacher Brewing Co.,1238617626,4.0,4.0,3.0,matty,English Barleywine,4.0,4.0,Blithering Idiot,11.1,1566
1170652,10099,Dogfish Head Brewery,1198049391,3.5,3.5,3.0,jeffmonarch,American IPA,3.5,4.0,60 Minute IPA,6.0,6108
1057813,200,Mendocino Brewing Company,1118556846,2.5,2.5,3.0,troutmask96,American Amber / Red Ale,2.0,2.0,Red Tail Ale,6.1,631
1468975,96,Magic Hat Brewing Company,1308163948,3.0,4.0,4.0,AlCaponeJunior,English India Pale Ale (IPA),3.0,3.0,Blind Faith,6.2,298
546756,583,Saint Louis Brewery / Schlafly Tap Room,1096131632,4.0,3.5,4.5,Realale,American Pale Ale (APA),4.0,4.0,Schlafly American Pale Ale (APA) / Expedition Reserve,,10221
1515786,4686,Hofbräuhaus München,1160226564,2.5,2.5,2.0,LarryV,Märzen / Oktoberfest,2.5,3.0,Hofbräu Oktoberfestbier,6.3,2011
712227,1471,Dark Horse Brewing Company,1260044444,3.5,4.0,4.0,Onenote81,American IPA,3.5,4.0,Dark Horse Crooked Tree IPA,6.0,5385
1267556,112,North Coast Brewing Co.,1207356777,4.5,4.5,4.0,blackjack000,Old Ale,4.5,5.0,Old Stock Ale,11.9,1867
821997,3599,Baird Brewing Company / Fishmarket Taproom,1252362934,4.0,4.0,4.0,damndirtyape,English Brown Ale,3.5,4.0,Baird Angry Boy Brown Ale,6.2,10484
728560,17963,Nectar Ales,1189717081,4.0,3.0,3.5,Floydster,American Amber / Red Ale,3.0,3.5,Red Nectar,5.5,1663
342713,207,Brasserie de Rochefort,1248562574,4.0,3.0,4.0,kingcrowing,Belgian Strong Dark Ale,3.5,4.0,Trappistes Rochefort 6,7.5,3842
1582161,429,Alaskan Brewing Co.,1307333271,3.5,3.5,4.0,Scotchboy,American IPA,3.5,3.5,Alaskan IPA,6.2,22787
1508531,652,Central Waters Brewing Company,1299081923,4.0,2.5,4.0,msjacilynn,Hefeweizen,4.0,4.0,Whitewater Weizen,,3163
1502324,259,Brouwerij St. Bernardus NV,1157416435,4.5,4.0,4.5,clvand0,Quadrupel (Quad),4.0,4.0,"St. Bernardus Abt 12 (60th Anniversary ""Special Edition"")",11.0,30370
846556,72,Weisses Bräuhaus G. Schneider & Sohn GmbH,1162827299,4.0,4.5,4.5,ultralarry2006,Eisbock,4.0,4.5,Schneider Aventinus Weizen-Eisbock,12.0,1934
381841,870,Moylan's Brewery,1228083081,4.5,4.5,4.0,adamparker05,American Double / Imperial IPA,4.0,4.5,Moylander Double IPA,8.5,3439
1200745,9629,Short's Brewing Company,1306547903,3.5,3.5,4.0,TheSevenDuffs,American Stout,3.5,3.5,Short's Cup A Joe Coffee Creme Stout,7.0,32941
278460,1103,Nimbus Brewing Company,1173570965,3.5,3.5,3.0,GClarkage,Oatmeal Stout,3.0,4.0,Nimbus Oatmeal Stout,5.0,3408
1116647,141,Smuttynose Brewing Company,1174233571,4.0,4.0,4.0,gpcollen1,Fruit / Vegetable Beer,4.0,4.0,Smuttynose Hanami Ale,5.7,35207
801522,18149,The Lost Abbey,1315518866,3.0,4.0,4.5,MasterSki,Saison / Farmhouse Ale,3.5,3.5,Saints' Red Barn,6.7,53305
1050379,710,Jacob Leinenkugel Brewing Company,1141068443,3.0,3.5,3.5,WVbeergeek,Fruit / Vegetable Beer,3.0,3.0,Leinenkugel's Apple Spice,4.9,26738
178853,11032,EleganT Brouwerij,1135889527,4.0,4.0,3.5,paterlodie,Belgian Strong Dark Ale,4.5,4.5,EleganT Winterprinses,8.5,27572
654979,11890,Bierbrouwerij Grand-Café  Emelisse,1272710661,4.0,4.5,3.5,Jeffo,Russian Imperial Stout,3.5,4.0,Emelisse Imperial Russian Stout,11.0,55180
23880,1199,Founders Brewing Company,1323346903,4.0,5.0,4.0,papat444,American Double / Imperial Stout,3.5,4.0,Founders Breakfast Stout,8.3,11757
577570,2210,Firestone Walker Brewing Co.,1305997680,3.5,3.0,4.0,SawDog505,American Porter,3.0,3.5,Walker's Reserve - Porter,5.8,6371
1104136,784,Tyranena Brewing Company,1308368061,4.0,4.0,4.0,AgentZero,American Porter,4.0,4.0,Devil Over A Barrel - Bourbon Barrel-Aged Coffee Imperial Oatmeal Porter,8.0,42084
740707,266,Mad River Brewing Company,1319896834,3.5,3.5,4.0,tdm168,American IPA,4.0,3.5,Jamaica Sunset India Pale Ale,7.0,829
857810,13307,Mikkeller ApS,1296008670,3.5,4.5,4.5,metter98,American IPA,3.5,4.0,Amarillo Single Hop IPA,6.8,55288
852685,417,August Schell Brewing Company,1297465515,3.5,4.0,4.0,WVbeergeek,German Pilsener,3.5,3.5,Schell's Pils,5.6,1246
207431,192,New Belgium Brewing,1147838827,4.5,4.0,4.0,mmmmBEEEER,Tripel,4.0,4.0,Trippel Belgian Style Ale,7.8,1054
219131,158,Great Divide Brewing Company,1169087335,3.5,4.5,4.0,Melchizedek,Old Ale,4.5,4.0,Hibernation Ale,8.7,1446
313240,35,Boston Beer Company (Samuel Adams),1271098643,4.0,3.5,4.0,AllFineThings,American Pale Ale (APA),4.0,4.0,Samuel Adams Boston Ale (Stock Ale),4.94,1193
593007,1549,Goose Island Beer Co.,1291404913,3.0,3.5,4.5,philosobeer,American Porter,4.5,3.5,FrankenPorter,7.3,55826
1111491,88,James Page Brewing Company,1271812851,4.0,3.5,4.0,zeff80,American Pale Ale (APA),4.0,3.5,Voyageur Extra Pale Ale,5.4,1920
1044682,257,Steel Brewing Company,1115173483,2.5,2.0,3.0,DERTY1,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
477136,4847,Brasserie Des Gabariers (L&L Cognac SA),1178333389,3.0,4.0,2.0,BrewSomerville,Belgian Pale Ale,3.5,4.0,Atlantic Au Pineau,4.5,36321
414444,73,Great Lakes Brewing Company,1242223683,4.5,4.0,4.0,Brenden,Dortmunder / Export Lager,4.0,4.5,Great Lakes Dortmunder Gold,5.8,228
1379149,180,Brouwerij Huyghe,1148786296,2.0,2.5,3.0,semihobo,Belgian Strong Dark Ale,2.0,2.5,Delirium Nocturnum,8.5,1421
815436,99,Matt Brewing Company,1241492676,3.5,3.5,3.5,russpowell,Belgian Pale Ale,3.0,3.0,Saranac Belgian Ale,5.9,26617
1534811,1534,Brouwerij Het Anker,1316638989,4.5,5.0,5.0,Filosoof,Belgian Strong Dark Ale,4.5,4.5,Cuvée Van De Keizer Blauw (Blue),11.0,6947
617957,10097,Harpoon Brewery,1309797949,4.0,4.0,3.5,Tucquan,American Double / Imperial IPA,3.5,4.0,Harpoon Leviathan - Imperial IPA,10.0,44755
809142,190,Brouwerij De Troch,1206931068,3.5,3.5,3.5,wheelinshirt,Lambic - Fruit,4.0,3.5,Chapeau Lemon Lambic,3.5,2661
1045693,3098,Big Dog's Draft House,1078476247,4.5,4.0,4.5,UncleJimbo,Milk / Sweet Stout,4.5,4.0,Black Lab Stout,5.5,16086
309317,35,Boston Beer Company (Samuel Adams),1306302914,3.5,3.5,4.0,Stinkypuss,Belgian IPA,3.0,4.0,Longshot Friar Hop Ale,9.0,67267
286958,35,Boston Beer Company (Samuel Adams),1300839682,2.5,2.5,3.0,chicagoabbot,Scotch Ale / Wee Heavy,3.5,2.5,Samuel Adams Scotch Ale,5.4,846
697475,130,Boulder Beer / Wilderness Pub,1118456168,3.5,4.0,3.5,HappyHourHero,American Pale Ale (APA),3.5,3.0,Hazed & Infused,4.85,6590
1269640,203,Greene King / Morland Brewery,1187041331,4.0,3.5,4.0,Shades,English Pale Ale,4.0,4.0,Old Speckled Hen,5.2,637
1530298,45,Brooklyn Brewery,1244737929,4.5,4.5,4.0,Ericcc,English Barleywine,4.5,4.5,Brooklyn Monster Ale,10.8,2231
234456,1628,Southampton Publick House,1259865713,3.0,3.5,4.0,wahhmaster,Altbier,3.0,2.0,Southampton Altbier,5.0,43341
425497,697,Kiuchi Brewery,1282152105,2.0,3.0,3.0,jampics2,Milk / Sweet Stout,2.0,2.0,Hitachino Nest Sweet Stout (Lacto),3.9,4769
30608,1199,Founders Brewing Company,1312840307,4.5,4.5,4.5,claytong,Wheatwine,4.0,4.5,Founders Nemesis 2009,12.0,55900
458017,1032,Five Seasons Prado,1182491184,2.0,3.0,3.5,beckje01,Irish Dry Stout,4.0,1.0,Dodgey's Dry Irish Stout,,7479
1150009,2391,Cascade Brewing / Raccoon Lodge & Brewpub,1253147888,4.5,4.0,4.0,aerozeppl,American Wild Ale,4.5,4.0,Cascade Cuvée Du Jongleur,8.41,45635
199254,192,New Belgium Brewing,1223407322,4.5,4.0,4.5,coldmeat23,Dubbel,4.0,4.0,Abbey Belgian Style Ale,7.0,1912
1440156,63,Deschutes Brewery,1248237987,5.0,4.5,5.0,alleykatking,American Double / Imperial Stout,4.5,5.0,The Abyss,11.0,34420
690828,252,Bayerische Staatsbrauerei Weihenstephan,1238967594,4.5,4.0,4.0,jdubjacket,Weizenbock,3.5,4.0,Weihenstephaner Vitus,7.7,35625
471419,392,Weyerbacher Brewing Co.,1152410760,4.0,3.5,4.0,jorjoria,American IPA,3.5,4.0,Hops Infusion,6.2,1483
1333771,26,Three Floyds Brewing Co. & Brewpub,1284423461,4.0,4.0,4.0,bonkers,American Double / Imperial IPA,4.0,4.0,Apocalypse Cow,11.0,46080
600848,1549,Goose Island Beer Co.,1306083578,4.0,4.0,4.0,BeerLover99,Belgian Pale Ale,4.0,3.5,Fleur,7.0,50276
835996,23738,Neil House Brewery & Homebrew Supply,1315186857,3.0,3.0,3.0,Ryan011235,American Double / Imperial Stout,3.0,2.5,Bourbon Barrel Imperial Stout,8.0,70227
1084782,1453,Siletz Brewing And Public House,1119798616,4.5,4.0,4.0,BuckeyeNation,Keller Bier / Zwickel Bier,4.5,4.5,Wooly Bully,,6850
1024200,886,Gubernija Brewery,1179443696,2.5,2.5,1.0,biegaman,Euro Strong Lager,2.0,2.5,Gubernija Grand 9.5 Beer,9.5,35603
993689,15237,De Struise Brouwers,1316477715,4.0,4.5,3.5,KickInTheChalice,Flanders Oud Bruin,4.0,4.5,Aardmonnik - Earthmonk,8.0,34311
1057023,200,Mendocino Brewing Company,1138473841,4.5,4.5,4.0,JohnnyDuvel,American Double / Imperial IPA,3.5,4.5,Special Edition - Imperial IPA,7.5,39588
565790,33,Berkshire Brewing Company Inc.,1135042183,4.5,4.0,4.0,kmpitz2,Maibock / Helles Bock,4.0,4.5,Berkshire Maibock Lager,6.5,923
722270,689,Two Brothers Brewing Company,1270410135,4.5,4.0,4.0,bonkers,American Porter,4.5,4.0,Red Eye Coffee Porter,9.2,47747
909594,764,Blue Point Brewing Company,1306878839,2.0,3.0,3.0,marm,American Blonde Ale,2.0,2.0,Blue Point Summer Ale,4.4,4585
919856,16503,Right Brain Brewery,1279638604,4.0,4.0,4.0,GordonQuid,American IPA,4.0,4.0,Dead Kettle IPA,5.4,51717
1142584,863,Russian River Brewing Company,1234759463,4.0,4.5,4.0,Arbitrator,Quadrupel (Quad),4.0,4.0,Mortification,10.5,47900
395297,17282,Good People Brewing Company,1249271765,4.5,4.0,4.0,everetends,American Double / Imperial IPA,3.5,4.5,Snake Handler Double IPA,9.3,50194
186279,2641,New Old Lompoc Brewery,1271891945,5.0,5.0,3.5,MadeInOregon,Doppelbock,5.0,5.0,Oak Aged Doppel Bock,8.0,57735
